District,Town,Village,SurveyNumber,Area_in_Cents,Area_in_Acres,SurveyType,OwnershipType,SoilType,IrrigationType,RegistrationDate,MarketValue_INR,IsDisputed,HasWaterSource,OwnerName,OwnerID,ValuePerCent,RegistrationYear
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-2904,50.43,0.504,Residential,Government,Black,Rain-fed,2004-05-21,1953857.56,True,False,Owner_7894,ID288247,38743.95,2004
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-6404,283.29,2.833,Agricultural,Joint,Alluvial,Well,2008-06-24,3413773.51,False,False,Owner_8705,ID698983,12050.46,2008
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-1076,147.61,1.476,Industrial,Company,Sandy,Rain-fed,2005-10-31,2274513.09,False,False,Owner_3959,ID980446,15408.94,2005
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-9665,341.74,3.417,Industrial,Company,Sandy,Well,2020-09-09,4807528.14,False,False,Owner_4673,ID792225,14067.79,2020
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-4632,459.24,4.592,Residential,Trust,Sandy,Well,2019-08-10,1268259.64,True,True,Owner_5599,ID525584,2761.65,2019
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-6529,279.88,2.799,Vacant,Company,Laterite,Well,2020-02-20,2327514.51,True,True,Owner_5861,ID472102,8316.12,2020
Thiruvananthapuram,Neyyattinkara,Vizhinjam,SUR-THI-NEY-VIZ-8623,416.68,4.167,Commercial,Company,Clay,Well,2023-07-19,1344489.11,False,False,Owner_5797,ID595282,3226.67,2023
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-5144,415.59,4.156,Vacant,Company,Red,Well,2007-04-22,215021.67,True,False,Owner_4099,ID141543,517.39,2007
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-2410,236.02,2.36,Agricultural,Trust,Black,Bore well,2011-10-03,1498319.41,True,False,Owner_1688,ID239371,6348.27,2011
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-5611,62.63,0.626,Vacant,Company,Sandy,Tank,2016-03-19,4451041.55,True,True,Owner_9180,ID118910,71068.84,2016
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-5696,82.28,0.823,Vacant,Joint,Red,Bore well,2013-08-10,2165122.55,False,True,Owner_1763,ID375008,26314.08,2013
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-6329,356.94,3.569,Commercial,Joint,Laterite,Bore well,2018-06-05,3887131.46,False,True,Owner_4687,ID178912,10890.15,2018
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-2778,497.36,4.974,Residential,Trust,Red,Tank,2006-02-21,1274705.21,True,False,Owner_9770,ID715326,2562.94,2006
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-1130,83.82,0.838,Agricultural,Government,Alluvial,Tank,2009-10-22,3206248.57,False,False,Owner_6029,ID766127,38251.59,2009
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-9262,204.2,2.042,Vacant,Trust,Laterite,Rain-fed,2009-08-21,2536804.4,True,True,Owner_4371,ID850352,12423.14,2009
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-6642,470.48,4.705,Residential,Government,Red,Well,2018-06-09,2469382.2,True,False,Owner_2472,ID839755,5248.64,2018
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-4078,98.25,0.983,Industrial,Individual,Alluvial,Canal,2000-08-24,1777381.92,True,True,Owner_9058,ID281936,18090.4,2000
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-6678,316.7,3.167,Vacant,Individual,Black,Canal,2024-07-08,3892265.25,False,False,Owner_2030,ID592957,12290.07,2024
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-7645,467.35,4.674,Agricultural,Government,Alluvial,Well,2010-07-26,4795956.19,False,False,Owner_4295,ID212459,10262.02,2010
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-7782,194.99,1.95,Agricultural,Company,Laterite,Bore well,2016-01-03,4458905.29,True,True,Owner_7461,ID822404,22867.35,2016
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-8950,443.69,4.437,Commercial,Company,Laterite,River,2023-09-10,4342922.85,False,False,Owner_9782,ID957070,9788.19,2023
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-3054,87.32,0.873,Vacant,Trust,Sandy,River,2000-05-03,265567.51,False,False,Owner_9205,ID880285,3041.31,2000
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-6174,382.27,3.823,Agricultural,Company,Sandy,Bore well,2018-12-06,2151984.32,True,True,Owner_7875,ID752844,5629.49,2018
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-3846,409.79,4.098,Commercial,Company,Alluvial,Tank,2004-04-29,3880366.36,False,True,Owner_6644,ID589125,9469.16,2004
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-6067,136.32,1.363,Commercial,Government,Black,Well,2000-09-21,1409533.53,True,False,Owner_3659,ID175127,10339.89,2000
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-4816,224.45,2.244,Vacant,Trust,Black,Bore well,2002-06-15,599394.83,True,True,Owner_6249,ID981669,2670.5,2002
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-2531,15.88,0.159,Vacant,Individual,Red,Canal,2016-08-06,859206.17,True,True,Owner_1314,ID808469,54106.18,2016
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-3259,303.31,3.033,Vacant,Joint,Clay,Rain-fed,2022-08-06,2445672.69,True,True,Owner_9093,ID505855,8063.28,2022
Thiruvananthapuram,Neyyattinkara,Poovar,SUR-THI-NEY-POO-2085,355.03,3.55,Industrial,Joint,Red,Rain-fed,2008-05-12,1050922.66,False,False,Owner_1338,ID482732,2960.1,2008
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-7396,127.3,1.273,Agricultural,Joint,Black,River,2004-06-14,1356785.56,False,False,Owner_7456,ID737075,10658.17,2004
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-7431,177.16,1.772,Commercial,Individual,Red,River,2004-05-27,1439345.99,True,False,Owner_5168,ID514698,8124.55,2004
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-2811,150.53,1.505,Vacant,Joint,Alluvial,River,2013-12-08,3778754.96,False,True,Owner_4345,ID550595,25103.0,2013
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-5006,463.07,4.631,Agricultural,Trust,Sandy,Bore well,2021-05-03,3531454.18,True,True,Owner_5444,ID473597,7626.18,2021
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-4286,239.78,2.398,Agricultural,Joint,Black,River,2006-03-07,3340035.7,True,False,Owner_1083,ID901391,13929.58,2006
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-5748,10.93,0.109,Residential,Individual,Black,Well,2018-11-19,4593931.73,True,True,Owner_8218,ID334933,420304.82,2018
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-8299,84.48,0.845,Vacant,Joint,Sandy,Canal,2009-04-01,3553500.62,False,True,Owner_8675,ID385741,42063.22,2009
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-4053,255.17,2.552,Residential,Individual,Alluvial,Bore well,2003-08-30,1475037.44,False,True,Owner_8978,ID901474,5780.61,2003
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-2955,379.57,3.796,Residential,Company,Laterite,River,2003-10-10,3351304.41,True,True,Owner_8417,ID771185,8829.21,2003
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-3279,425.87,4.259,Agricultural,Company,Alluvial,Bore well,2012-01-10,117335.76,False,False,Owner_4304,ID130759,275.52,2012
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-1118,469.87,4.699,Agricultural,Government,Laterite,Canal,2002-08-06,704597.05,True,True,Owner_5182,ID226887,1499.56,2002
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-3984,454.63,4.546,Agricultural,Company,Alluvial,Rain-fed,2019-03-27,4096380.54,False,True,Owner_3294,ID156186,9010.36,2019
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-1667,410.99,4.11,Vacant,Individual,Laterite,Canal,2021-04-25,3825321.27,False,True,Owner_1825,ID333460,9307.58,2021
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-1459,303.96,3.04,Residential,Trust,Black,River,2013-09-01,3839664.46,True,False,Owner_3584,ID141393,12632.14,2013
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-8812,293.44,2.934,Agricultural,Joint,Red,River,2024-08-26,2559177.73,True,False,Owner_7769,ID912938,8721.3,2024
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-8740,161.38,1.614,Commercial,Joint,Alluvial,Tank,2013-05-02,1873268.85,True,True,Owner_1156,ID963364,11607.81,2013
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-2099,397.51,3.975,Vacant,Company,Alluvial,Well,2003-06-29,1365106.18,False,False,Owner_4520,ID106688,3434.14,2003
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-3796,147.5,1.475,Agricultural,Trust,Red,Tank,2001-11-01,4809541.03,False,True,Owner_2578,ID219211,32607.06,2001
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-4186,173.28,1.733,Vacant,Joint,Clay,Tank,2022-03-24,4236106.16,True,True,Owner_8603,ID672145,24446.6,2022
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-5799,281.17,2.812,Commercial,Joint,Laterite,Bore well,2022-04-26,2946440.95,False,False,Owner_7298,ID883123,10479.22,2022
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-8806,374.49,3.745,Agricultural,Joint,Alluvial,River,2011-10-07,4303988.86,False,True,Owner_5004,ID622508,11492.93,2011
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-8467,76.28,0.763,Vacant,Company,Black,Well,2020-04-08,3395909.14,False,True,Owner_9990,ID153112,44519.0,2020
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-7027,473.02,4.73,Agricultural,Trust,Laterite,Bore well,2002-08-25,4321391.59,False,True,Owner_7015,ID650336,9135.75,2002
Thiruvananthapuram,Neyyattinkara,Colachel,SUR-THI-NEY-COL-9210,179.74,1.797,Industrial,Joint,Alluvial,Rain-fed,2017-07-15,1438738.3,False,False,Owner_1123,ID298482,8004.55,2017
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-7329,355.75,3.558,Residential,Joint,Sandy,River,2014-04-05,2360685.36,False,True,Owner_1071,ID838187,6635.8,2014
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-4576,268.56,2.686,Industrial,Joint,Clay,Canal,2018-11-06,4747076.38,False,False,Owner_2004,ID670982,17676.04,2018
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-8428,203.6,2.036,Commercial,Individual,Red,Canal,2019-09-24,447422.5,False,False,Owner_9674,ID402364,2197.56,2019
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-3788,144.65,1.447,Industrial,Individual,Black,Rain-fed,2019-04-14,2160688.24,False,False,Owner_6175,ID649943,14937.35,2019
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-8658,435.18,4.352,Commercial,Individual,Red,Tank,2017-11-30,4439518.4,False,False,Owner_2807,ID752926,10201.57,2017
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-9129,90.52,0.905,Agricultural,Individual,Laterite,Well,2000-11-04,1293641.96,True,True,Owner_9502,ID931073,14291.23,2000
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-6692,153.84,1.538,Vacant,Individual,Clay,Tank,2002-04-21,2287059.8,True,False,Owner_2934,ID945791,14866.48,2002
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-6643,248.57,2.486,Residential,Individual,Red,Tank,2020-04-13,418187.12,True,False,Owner_5864,ID824068,1682.37,2020
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-9756,269.32,2.693,Industrial,Individual,Sandy,Tank,2011-11-10,1958888.47,True,True,Owner_1165,ID429456,7273.46,2011
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-4466,248.05,2.481,Industrial,Joint,Clay,Canal,2001-07-10,1817100.63,True,True,Owner_3532,ID429957,7325.54,2001
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-4253,429.96,4.3,Commercial,Trust,Laterite,Well,2010-05-02,3854729.28,True,False,Owner_5492,ID192362,8965.32,2010
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-9630,93.22,0.932,Commercial,Joint,Sandy,Bore well,2000-12-27,4847462.6,True,False,Owner_7396,ID901648,52000.24,2000
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-9802,291.1,2.911,Residential,Joint,Alluvial,River,2015-06-03,611251.34,True,True,Owner_7147,ID117365,2099.8,2015
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-4426,383.88,3.839,Commercial,Trust,Black,Canal,2012-06-16,2592528.87,True,False,Owner_6346,ID530582,6753.49,2012
Thiruvananthapuram,Attingal,Kilimanoor,SUR-THI-ATT-KIL-2735,243.65,2.437,Commercial,Joint,Sandy,Well,2007-09-12,102731.66,False,False,Owner_5438,ID181827,421.64,2007
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-8915,43.03,0.43,Vacant,Trust,Alluvial,River,2023-01-23,2806954.14,False,False,Owner_7990,ID712302,65232.49,2023
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-6326,206.43,2.064,Agricultural,Trust,Sandy,Rain-fed,2024-08-27,86687.98,True,True,Owner_4804,ID179571,419.94,2024
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-7585,241.44,2.414,Commercial,Trust,Sandy,Tank,2006-06-09,3435812.16,True,True,Owner_1529,ID722207,14230.5,2006
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-2651,154.12,1.541,Residential,Joint,Alluvial,River,2010-05-28,3913183.24,False,False,Owner_2950,ID844006,25390.5,2010
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-4498,425.84,4.258,Residential,Trust,Red,River,2014-09-19,4523714.74,False,True,Owner_6469,ID443840,10623.04,2014
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-1332,192.37,1.924,Vacant,Joint,Laterite,Bore well,2001-08-31,2974805.97,False,True,Owner_8933,ID514034,15463.98,2001
Thiruvananthapuram,Attingal,Varkala,SUR-THI-ATT-VAR-5158,434.09,4.341,Industrial,Company,Clay,Bore well,2002-08-20,531283.05,True,True,Owner_2158,ID330599,1223.9,2002
